No,구분,개별,평가의뢰일,평가의뢰기관,재평가,평가의뢰종목,법인번호,평가종류,회차,민감도,주기,기준일,평가값송부일,보고서송부일,민감도송부일,평가담당자,공수,전기평가,RM,결과보고서송부,등록월,등록그룹,담당자,연락처,Mail,평가목적,종목등록일
488,-,기초자산,"키움증권(기업성장금융팀)(구,중기특화총괄팀)펀드(기초자산)",글로벌강소기업키움엠앤에이전략창업벤처전문사모투자,재평가,웰진,1701110443755 ,A07,0,-,분기,2024-06-30,평가철회,평가철회,-,오수현, - ,오수현,-,-,평가철회,평가철회,0,0,0,-,0
3106,-,개별종목,2024-05-30,키움증권,신규,마이크로트,1101117334355 ,A07,0,Y,분기 ,2024-06-30,2024-07-08,2024-07-16,2024-07-16,이상민, 1.0 ,이상민,오수현,오수현,202406,[Y]금융기관,재무팀이학인과장,02-3787-9741 ,hokijo@kiwoom.com; clark@kiwoom.com; jskim9900@kiwoom.com ,-,0
6183,-,개별종목,2024-06-17,아이엠엠인베스트먼트,재평가,Pure Harvest Smart Farms Holdings,KBP2022060002,D02,0,-,반기,2024-06-30,평가철회,평가철회,-,심태진, - ,윤현빈,강성은,강성은,평가철회,평가철회,박상현매니저,02-2112-1729,shpark@imm.co.kr,LP제출,0
6432,-,개별종목,2024-06-25,"삼성증권(채널솔루션지원팀)(구,영업전략팀)",재평가,두나무,1101114834853 ,A01,0,-,분기 ,2024-06-30,2024-07-09,2024-07-09,-,김수현, 1.0 ,김수현,김수현,김수현,202406,[B]삼성,김정용수석,02-2020-7164,jungyeung.kim@samsung.com,회계반영,0
6620,-,개별종목,2024-07-01,아이엠엠인베스트먼트,재평가,케렌시아원,1101140232477 ,A01,0,-,반기,2024-06-30,평가철회,평가철회,-,강승현, 1.0 ,강승현,강성은,강성은,평가철회,평가철회,노지영매니저,02-2112-1814,gyroh@imm.co.kr,LP제출목적,0
6681,-,기초자산,뉴파워프라즈마펀드(기초자산),엘앤에스글로벌반도체성장투자조합,신규,클립스비엔씨,1101115418755 ,A01,0,-,반기 ,2024-06-30,평가철회,평가철회,-,서동현, - ,서동현,-,-,평가철회,평가철회,0,0,0,-,0
6682,-,기초자산,뉴파워프라즈마펀드(기초자산),엘앤에스글로벌반도체성장투자조합,신규,바움디자인시스템즈,1101115270791 ,A07,0,-,반기 ,2024-06-30,평가철회,평가철회,-,유재호, - ,유재호,-,-,평가철회,평가철회,0,0,0,-,0
6686,-,개별종목,2024-07-05,씨큐브,신규,씨큐브,1543110010576 ,D02,3,-,미정,2024-06-28,2024-07-09,2024-07-16,-,상장, - ,상장,메자닌평가팀,메자닌평가팀,202406,[W]상장기업,김조헌부장,043-531-2531,jhkim@cqv.kr,회계반영,0
6687,-,개별종목,2024-07-05,씨큐브,신규,씨큐브,1543110010576 ,D02,33,-,미정,2024-06-28,2024-07-09,2024-07-16,-,상장, - ,상장,메자닌평가팀,메자닌평가팀,202406,[W]상장기업,김조헌부장,043-531-2531,jhkim@cqv.kr,회계반영,0
6688,-,개별종목,2024-07-04,민테크,신규,민테크,1601110401242 ,A00,0,-,미정,2024-06-30,2024-07-22,2024-07-29,-,정은채, 1.0 ,정은채,정은채,정은채,202406,[X]일반기업,권혁민팀장,070-4336-0063,hyukmin.kwon@g-mintech.co.kr,회계반영,0
6689,-,개별종목,2024-07-04,민테크,신규,민테크,1601110401242 ,A07,0,-,미정,2024-06-30,2024-07-22,2024-07-29,-,정은채, - ,정은채,정은채,정은채,202406,[X]일반기업,권혁민팀장,070-4336-0063,hyukmin.kwon@g-mintech.co.kr,회계반영,0
6690,-,개별종목,2024-07-04,알에프에이치아이씨,재평가,알에프에이치아이씨,1101115695337 ,D06,0,-,미정,2022-10-31,2024-07-17,2024-07-24,-,상장, - ,상장,메자닌평가팀,메자닌평가팀,202407,[W]상장기업,이미현,"031-8069-3021, 010-4555-6223",mh-lee@rfhic.com,-,0
6691,-,개별종목,2024-07-04,알에프에이치아이씨,재평가,알에프에이치아이씨,1101115695337 ,D06,1,-,미정,2022-10-31,2024-07-17,2024-07-24,-,상장, - ,상장,메자닌평가팀,메자닌평가팀,202407,[W]상장기업,이미현,"031-8069-3021, 010-4555-6223",mh-lee@rfhic.com,-,0
6692,-,개별종목,2024-07-04,티에스바이오,재평가,티에스바이오,1101116490728 ,A01,0,-,미정 ,2024-05-24,2024-07-18,2024-07-25,-,변혜진, 1.0 ,변혜진,변혜진,변혜진,202406,[X]일반기업,추주희차장,0,jhchu@tsvbio.com,회계반영,0
6693,-,개별종목,2024-07-04,티에스바이오,재평가,티에스바이오,1101116490728 ,D02,7,-,미정 ,2024-05-24,2024-07-18,2024-07-25,-,변혜진, - ,변혜진,변혜진,변혜진,202406,[X]일반기업,추주희차장,0,jhchu@tsvbio.com,회계반영,0
6694,-,개별종목,2024-07-04,"티에스넥스젠(구,에이치엘비파워)",재평가,"티에스넥스젠(구,에이치엘비파워)",1101111182726 ,D02,10,-,분기,2024-06-30,2024-07-10,2024-07-15,-,상장, - ,상장,메자닌평가팀,메자닌평가팀,202406,[W]상장기업,승미선부장,032-580-7362,ms.seung@tsnexgen.com,회계반영,0
6695,-,개별종목,2024-07-04,"티에스넥스젠(구,에이치엘비파워)",재평가,"티에스넥스젠(구,에이치엘비파워)",1101111182726 ,D02,11,-,분기,2024-06-30,2024-07-10,2024-07-15,-,상장, - ,상장,메자닌평가팀,메자닌평가팀,202406,[W]상장기업,승미선부장,032-580-7362,ms.seung@tsnexgen.com,회계반영,0
6696,-,개별종목,2024-07-04,"티에스넥스젠(구,에이치엘비파워)",재평가,"티에스넥스젠(구,에이치엘비파워)",1101111182726 ,D02,12,-,분기,2024-06-30,2024-07-10,2024-07-15,-,상장, - ,상장,메자닌평가팀,메자닌평가팀,202406,[W]상장기업,승미선부장,032-580-7362,ms.seung@tsnexgen.com,회계반영,0
6697,-,기초자산,키움증권펀드(기초자산),아이비케이키움사업재편사모투자,신규,한라캐스트,1201110371576 ,A07,0,-,분기 ,2024-06-30,2024-07-08,보고서제공X,-,김예림, - ,김예림,-,-,202406,[6]기타기관펀드(기초자산),0,0,0,-,0
6698,-,기초자산,키움증권펀드(기초자산),아이비케이키움사업재편사모투자,신규,네패스아크,1501110267365 ,D02,0,-,분기 ,2024-06-30,2024-07-08,보고서제공X,-,상장, - ,상장,-,-,202406,[6]기타기관펀드(기초자산),0,0,0,-,0
6699,-,기초자산,키움증권펀드(기초자산),아이비케이키움사업재편사모투자,신규,AK홀딩스,1101110029721 ,D01,0,-,분기 ,2024-06-30,2024-07-08,보고서제공X,-,상장, - ,상장,-,-,202406,[6]기타기관펀드(기초자산),0,0,0,-,0
6700,-,기초자산,키움증권펀드(기초자산),아이비케이키움사업재편사모투자,신규,풀무원,1101110375439 ,D01,0,-,분기 ,2024-06-30,2024-07-08,보고서제공X,-,상장, - ,상장,-,-,202406,[6]기타기관펀드(기초자산),0,0,0,-,0
6701,-,기초자산,키움증권펀드(기초자산),아이비케이키움사업재편사모투자,신규,풀무원,1101110375439 ,D02,0,-,분기 ,2024-06-30,2024-07-08,보고서제공X,-,상장, - ,상장,-,-,202406,[6]기타기관펀드(기초자산),0,0,0,-,0
6702,-,기초자산,키움증권펀드(기초자산),아이비케이키움사업재편사모투자,신규,우진산전,1544110019419 ,D02,0,-,분기 ,2024-06-30,2024-07-08,보고서제공X,-,신원준, - ,신원준,-,-,202406,[6]기타기관펀드(기초자산),0,0,0,-,0
6703,최종평가값 : 2024-07-03,개별종목,2024-05-21,롯데손해보험(운용지원팀),재평가,칼리스타에너지사모투자,KBP2019110004,B01,0,-,분기,2024-06-30,2024-05-31,2024-07-09,-,원정우, 1.0 ,원정우,정은채,정은채,202406,[A]롯데,정현진수석,02-3455-3336,hyunjin.chung@lotteins.co.kr,-,0
6704,-,기초자산,키움증권펀드(기초자산),아이비케이키움사업재편사모투자,신규,제이에스테크,1845110027141 ,A07,0,-,분기 ,2024-06-30,2024-07-08,보고서제공X,-,신원준, 0.4 ,신원준,-,-,202406,[6]기타기관펀드(기초자산),0,0,0,-,0
6705,2023-12-31 기준 보통주 평가값 준용,개별종목,2024-07-05,큐리오시스,재평가,큐리오시스,1101115622801 ,A05,6,-,반기,2024-06-30,2024-07-29,2024-08-05,-,서동현, - ,서동현,-,-,202406,[X]일반기업,홍가을과장,02-508-5236,gehong@curiosis. com,회계반영,0
6706,2023-12-31 기준 보통주 평가값 준용,개별종목,2024-07-05,큐리오시스,재평가,큐리오시스,1101115622801 ,D03,0,-,반기,2024-06-30,2024-07-29,2024-08-05,-,서동현, - ,서동현,-,-,202406,[X]일반기업,홍가을과장,02-508-5236,gehong@curiosis. com,회계반영,0
6707,2023-12-31 기준 보통주 평가값 준용,개별종목,2024-07-05,큐리오시스,재평가,큐리오시스,1101115622801 ,A07,1,-,반기,2024-06-30,2024-07-29,2024-08-05,-,서동현, - ,서동현,-,-,202406,[X]일반기업,홍가을과장,02-508-5236,gehong@curiosis. com,회계반영,0
6708,2023-12-31 기준 보통주 평가값 준용,개별종목,2024-07-05,큐리오시스,재평가,큐리오시스,1101115622801 ,A07,2,-,반기,2024-06-30,2024-07-29,2024-08-05,-,서동현, - ,서동현,-,-,202406,[X]일반기업,홍가을과장,02-508-5236,gehong@curiosis. com,회계반영,0
6709,2023-12-31 기준 보통주 평가값 준용,개별종목,2024-07-05,큐리오시스,재평가,큐리오시스,1101115622801 ,A07,3,-,반기,2024-06-30,2024-07-29,2024-08-05,-,서동현, - ,서동현,-,-,202406,[X]일반기업,홍가을과장,02-508-5236,gehong@curiosis. com,회계반영,0
6710,2023-12-31 기준 보통주 평가값 준용,개별종목,2024-07-05,큐리오시스,재평가,큐리오시스,1101115622801 ,A07,32,-,반기,2024-06-30,2024-07-29,2024-08-05,-,서동현, - ,서동현,-,-,202406,[X]일반기업,홍가을과장,02-508-5236,gehong@curiosis. com,회계반영,0
6711,2023-12-31 기준 보통주 평가값 준용,개별종목,2024-07-05,큐리오시스,재평가,큐리오시스,1101115622801 ,A07,33,-,반기,2024-06-30,2024-07-29,2024-08-05,-,서동현, - ,서동현,-,-,202406,[X]일반기업,홍가을과장,02-508-5236,gehong@curiosis. com,회계반영,0
6712,2023-12-31 기준 보통주 평가값 준용,개별종목,2024-07-05,큐리오시스,재평가,큐리오시스,1101115622801 ,A07,34,-,반기,2024-06-30,2024-07-29,2024-08-05,-,서동현, - ,서동현,-,-,202406,[X]일반기업,홍가을과장,02-508-5236,gehong@curiosis. com,회계반영,0
6713,2023-12-31 기준 보통주 평가값 준용,개별종목,2024-07-05,큐리오시스,재평가,큐리오시스,1101115622801 ,A07,4,-,반기,2024-06-30,2024-07-29,2024-08-05,-,서동현, - ,서동현,-,-,202406,[X]일반기업,홍가을과장,02-508-5236,gehong@curiosis. com,회계반영,0
6714,2023-12-31 기준 보통주 평가값 준용,개별종목,2024-07-05,큐리오시스,재평가,큐리오시스,1101115622801 ,A07,5,-,반기,2024-06-30,2024-07-29,2024-08-05,-,서동현, - ,서동현,-,-,202406,[X]일반기업,홍가을과장,02-508-5236,gehong@curiosis. com,회계반영,0
