No,구분,개별,평가의뢰일,평가의뢰기관,재평가,평가의뢰종목,법인번호,평가종류,회차,민감도,주기,기준일,평가값송부일,보고서송부일,민감도송부일,평가담당자,공수,전기평가,RM,결과보고서송부,등록월,등록그룹,담당자,연락처,Mail,평가목적,종목등록일
254,-,개별종목,2024-08-26,한국투자증권(M&A/인수금융1부),재평가,맥쿼리코리아오퍼튜니티즈공동투자사모투자제2호,1101130032499 ,B01,0,-,분기 ,2024-09-30,2024-10-02,보고서송부X,-,정은채, 1.0 ,정은채,신원준,신원준,202409,[Y]금융기관,최현지주임,02-3276-5808,hji.choi@koreainvestment.com,회계반영,0
255,-,개별종목,2024-08-26,한국투자증권(M&A/인수금융1부),재평가,칼립스-메리츠신기술사업투자조합제1호,KBP2023090019,B01,0,-,분기 ,2024-09-30,2024-10-02,보고서송부X,-,변혜진, 1.0 ,변혜진,신원준,신원준,202409,[Y]금융기관,최현지주임,02-3276-5808,hji.choi@koreainvestment.com,회계반영,0
256,-,개별종목,2024-08-26,한국투자증권(M&A/인수금융1부),재평가,덴티스트리홀딩스2023의5사모투자,1101130035766 ,B01,0,-,분기 ,2024-09-30,2024-10-02,보고서송부X,-,신원준, 1.0 ,신원준,신원준,신원준,202409,[Y]금융기관,최현지주임,02-3276-5808,hji.choi@koreainvestment.com,회계반영,0
257,-,개별종목,2024-08-26,한국투자증권(M&A/인수금융1부),신규,하일랜드2024제12호사모투자,1101130036425 ,B01,0,-,분기 ,2024-09-30,2024-10-02,보고서송부X,-,오영석, 1.0 ,신규,신원준,신원준,202409,[Y]금융기관,최현지주임,02-3276-5808,hji.choi@koreainvestment.com,회계반영,0
258,-,기초자산,한국투자증권(M&A/인수금융1부)펀드(기초자산),맥쿼리코리아오퍼튜니티즈공동투자사모투자제2호,재평가,"어프로티움(구,덕양)",1812110002530 ,A01,0,-,분기 ,2024-09-30,2024-10-02,보고서제공X,-,정은채, 0.4 ,정은채,-,-,202409,[6]기타기관펀드(기초자산),0,0,0,-,0
259,-,기초자산,한국투자증권(M&A/인수금융1부)펀드(기초자산),칼립스-메리츠신기술사업투자조합제1호,재평가,서린컴퍼니,1401110071651 ,A01,0,-,분기 ,2024-09-30,2024-10-02,보고서제공X,-,채동우, - ,채동우,-,-,202409,[6]기타기관펀드(기초자산),0,0,0,-,0
260,-,기초자산,한국투자증권(M&A/인수금융1부)펀드(기초자산),덴티스트리홀딩스2023의5사모투자,재평가,오스템임플란트,1101111361669 ,A01,0,-,분기 ,2024-09-30,2024-10-02,보고서제공X,-,서경덕, 0.4 ,서경덕,-,-,202409,[6]기타기관펀드(기초자산),0,0,0,-,0
261,-,기초자산,한국투자증권(M&A/인수금융1부)펀드(기초자산),덴티스트리홀딩스2023의5사모투자,재평가,"Hiossen, Inc",KBP2024030035,A01,0,-,분기 ,2024-09-30,2024-10-02,보고서제공X,-,신원준, 0.4 ,신원준,-,-,202409,[6]기타기관펀드(기초자산),0,0,0,-,0
262,-,기초자산,한국투자증권(M&A/인수금융1부)펀드(기초자산),덴티스트리홀딩스2023의5사모투자,재평가,오스템글로벌,1201110801119 ,A01,0,-,분기 ,2024-09-30,2024-10-02,보고서제공X,-,이상민, - ,이상민,-,-,202409,[6]기타기관펀드(기초자산),0,0,0,-,0
263,-,기초자산,한국투자증권(M&A/인수금융1부)펀드(기초자산),덴티스트리홀딩스2023의5사모투자,재평가,코잔,1101116335289 ,A01,0,-,분기 ,2024-09-30,2024-10-02,보고서제공X,-,이진주, - ,이진주,-,-,202409,[6]기타기관펀드(기초자산),0,0,0,-,0
